prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"When Alice and Carol went to the market, Alice gave the bag to","When Paul and Carol went to the market, Paul gave the bag to",Carol,Alice,Paul,BAB,0,the market,bag,5074,14862,clean,16.762047,13.91063,2.851417,0.47820222,0.02762213,True,1,Carol,Carol | her | the | Alice | Bob,16.7620 | 15.0569 | 14.8414 | 13.9106 | 13.6477
"After Noah and Xander left the store, Xander sent the pen to","After Noah and Uma left the store, Uma sent the pen to",Noah,Xander,Uma,ABB,3,the store,pen,18394,46122,clean,14.014469,12.890089,1.12438,0.1114549,0.03620655,True,1,Noah,Noah | the | his | Xander | a,14.0145 | 13.9855 | 13.6106 | 12.8901 | 12.3854
"When Uma and Clara arrived at the store, Uma passed the wallet to","When Emma and Clara arrived at the store, Emma passed the wallet to",Clara,Uma,Emma,BAB,2,the store,wallet,27443,471,clean,16.562288,11.051893,5.510395,0.55661178,0.00225122,True,1,Clara,Clara | her | the | a | his,16.5623 | 14.7873 | 14.5502 | 14.2702 | 12.9402
"When Henry and Iris went to the cafe, Henry gave the wallet to","When Alice and Iris went to the cafe, Alice gave the wallet to",Iris,Henry,Alice,BAB,0,the cafe,wallet,34230,8616,clean,17.651264,9.967491,7.683773,0.8133564,0.00037434,True,1,Iris,Iris | the | his | them | her,17.6513 | 14.8280 | 14.0096 | 13.5954 | 13.5448
"Once Derek and Paul were at the market, Derek brought the wallet to","Once Xander and Paul were at the market, Xander brought the wallet to",Paul,Derek,Xander,BAB,4,the market,wallet,3362,20893,clean,14.004185,11.534226,2.469958,0.08370564,0.00708052,True,2,the,the | Paul | his | him | them,15.1576 | 14.0042 | 13.8183 | 13.3972 | 13.1368
"When Clara and Harry visited the office, Harry handed the gift to","When Clara and Henry visited the office, Henry handed the gift to",Clara,Harry,Henry,ABB,1,the office,gift,27443,5850,clean,16.771688,13.896898,2.87479,0.47497448,0.02680185,True,1,Clara,Clara | the | her | his | Harry,16.7717 | 15.0525 | 14.8852 | 14.3261 | 13.8969
"Once Derek and Isla were at the gym, Isla brought the phone to","Once Derek and Victor were at the gym, Victor brought the phone to",Derek,Isla,Victor,ABB,4,the gym,phone,20893,1148,clean,16.584373,11.282389,5.301985,0.42705569,0.00212746,True,1,Derek,Derek | his | him | her | the,16.5844 | 15.0761 | 15.0164 | 14.7906 | 14.7097
"Once Quinn and Henry were at the school, Quinn brought the bag to","Once Fred and Henry were at the school, Fred brought the bag to",Henry,Quinn,Fred,BAB,4,the school,bag,8616,16109,clean,15.106276,13.232847,1.873428,0.18458988,0.0283523,True,1,Henry,Henry | the | her | his | Quinn,15.1063 | 14.8562 | 14.3802 | 13.4249 | 13.2328
"Once Rose and Victor were at the station, Victor brought the pen to","Once Rose and Tara were at the station, Tara brought the pen to",Rose,Victor,Tara,ABB,4,the station,pen,8049,12622,clean,16.432148,14.365433,2.066715,0.35327604,0.04472508,True,1,Rose,Rose | her | the | his | Victor,16.4321 | 15.2925 | 15.2264 | 15.1377 | 14.3654
"When Henry and Frank visited the park, Henry handed the wallet to","When Fred and Frank visited the park, Fred handed the wallet to",Frank,Henry,Fred,BAB,1,the park,wallet,5278,8616,clean,16.670868,12.041384,4.629484,0.50371373,0.00491614,True,1,Frank,Frank | the | his | a | them,16.6709 | 15.2321 | 14.6481 | 13.9244 | 13.6099
"As Alice and Yara walked through the theater, Yara offered the ticket to","As Alice and Quinn walked through the theater, Quinn offered the ticket to",Alice,Yara,Quinn,ABB,6,the theater,ticket,14862,575,clean,15.642323,13.694744,1.947579,0.30133036,0.0429754,True,1,Alice,Alice | the | her | Y | them,15.6423 | 14.6749 | 14.2547 | 13.6947 | 13.6642
"Once Zach and Clara were at the office, Clara brought the wallet to","Once Zach and Olivia were at the office, Olivia brought the wallet to",Zach,Clara,Olivia,ABB,4,the office,wallet,18825,27443,clean,14.521574,12.441615,2.079959,0.08899946,0.01111918,True,3,her,her | the | Zach | them | him,15.3052 | 15.1989 | 14.5216 | 13.7401 | 13.5221
"When Iris and Kate went to the mall, Iris gave the pen to","When Gina and Kate went to the mall, Gina gave the pen to",Kate,Iris,Gina,BAB,0,the mall,pen,16693,34230,clean,16.530544,14.049596,2.480948,0.54296619,0.04542663,True,1,Kate,Kate | her | the | Iris | a,16.5305 | 14.7042 | 14.2798 | 14.0496 | 13.5875
"When Quinn and Sam arrived at the market, Quinn passed the book to","When Isla and Sam arrived at the market, Isla passed the book to",Sam,Quinn,Isla,BAB,2,the market,book,3409,16109,clean,16.521618,12.065899,4.455719,0.51575339,0.00598891,True,1,Sam,Sam | her | the | a | his,16.5216 | 14.6170 | 14.4645 | 14.0095 | 13.8334
"After Frank and Carol left the museum, Carol sent the card to","After Frank and Zach left the museum, Zach sent the card to",Frank,Carol,Zach,ABB,3,the museum,card,5278,5074,clean,15.880039,13.763445,2.116594,0.33065939,0.03982498,True,1,Frank,Frank | her | the | Carol | a,15.8800 | 14.3624 | 14.2812 | 13.7634 | 13.0966
"After Derek and Clara left the park, Derek sent the card to","After Uma and Clara left the park, Uma sent the card to",Clara,Derek,Uma,BAB,3,the park,card,27443,20893,clean,16.746481,10.951681,5.7948,0.62097192,0.00188983,True,1,Clara,Clara | his | the | Claire | her,16.7465 | 14.4735 | 14.1152 | 12.9239 | 12.8222
"When Gina and Xander arrived at the restaurant, Xander passed the letter to","When Gina and Bob arrived at the restaurant, Bob passed the letter to",Gina,Xander,Bob,ABB,2,the restaurant,letter,43002,46122,clean,15.927563,13.596079,2.331484,0.33237749,0.03229097,True,1,Gina,Gina | her | the | his | them,15.9276 | 14.5893 | 14.4907 | 14.0681 | 14.0241
"As Paul and Clara walked through the station, Clara offered the wallet to","As Paul and Sam walked through the station, Sam offered the wallet to",Paul,Clara,Sam,ABB,6,the station,wallet,3362,27443,clean,17.257862,13.36201,3.895852,0.73427796,0.01492497,True,1,Paul,Paul | the | her | them | Clara,17.2579 | 14.5175 | 13.6225 | 13.5726 | 13.3620
"While Zach and Uma were at the restaurant, Uma delivered the wallet to","While Zach and Bob were at the restaurant, Bob delivered the wallet to",Zach,Uma,Bob,ABB,5,the restaurant,wallet,18825,471,clean,14.43508,13.713594,0.721485,0.15689805,0.07625715,True,1,Zach,Zach | the | U | her | his,14.4351 | 14.1944 | 13.7136 | 13.4449 | 13.2909
"When Grace and David went to the station, Grace gave the gift to","When Bob and David went to the station, Bob gave the gift to",David,Grace,Bob,BAB,0,the station,gift,3271,16156,clean,14.878765,10.696991,4.181774,0.22231343,0.00339504,True,1,David,David | the | her | a | them,14.8788 | 14.5529 | 14.3050 | 13.5751 | 12.7897
"As Quinn and Ella walked through the park, Ella offered the note to","As Quinn and Henry walked through the park, Henry offered the note to",Quinn,Ella,Henry,ABB,6,the park,note,16109,7122,clean,15.581324,11.152541,4.428782,0.38527879,0.00459599,True,1,Quinn,Quinn | her | the | a | them,15.5813 | 14.3729 | 14.1740 | 12.2683 | 12.0637
"When Mia and Xander went to the school, Xander gave the trophy to","When Mia and Brian went to the school, Brian gave the trophy to",Mia,Xander,Brian,ABB,0,the school,trophy,32189,46122,clean,15.701932,12.999713,2.702219,0.2868723,0.01923667,True,1,Mia,Mia | her | the | his | them,15.7019 | 14.5998 | 14.5396 | 14.3893 | 13.9443
"After Isla and Fred left the cafe, Fred sent the book to","After Isla and Tara left the cafe, Tara sent the book to",Isla,Fred,Tara,ABB,3,the cafe,book,1148,8559,clean,14.199993,13.837337,0.362656,0.11256991,0.07832907,True,1,Is,Is | Fred | the | his | him,14.2000 | 13.8373 | 13.7472 | 13.6469 | 12.8181
"Once Tara and Fred were at the cafe, Tara brought the pen to","Once Quinn and Fred were at the cafe, Quinn brought the pen to",Fred,Tara,Quinn,BAB,4,the cafe,pen,8559,37723,clean,16.297586,12.739561,3.558025,0.30041188,0.00856025,True,1,Fred,Fred | her | the | them | me,16.2976 | 15.9877 | 15.3920 | 13.6362 | 13.5159
"Once Fred and Brian were at the cafe, Brian brought the gift to","Once Fred and Victor were at the cafe, Victor brought the gift to",Fred,Brian,Victor,ABB,4,the cafe,gift,8559,8403,clean,14.757169,13.065634,1.691535,0.09650726,0.01778016,True,3,the,the | them | Fred | his | him,14.8396 | 14.7599 | 14.7572 | 14.6627 | 14.5070
"Once Clara and Xander were at the library, Xander brought the card to","Once Clara and Emma were at the library, Emma brought the card to",Clara,Xander,Emma,ABB,4,the library,card,27443,46122,clean,14.912588,14.666142,0.246446,0.05713447,0.04465481,True,5,her,her | the | them | his | Clara,16.4882 | 15.5177 | 15.2965 | 14.9926 | 14.9126
"Once Mia and Jack were at the restaurant, Mia brought the letter to","Once Fred and Jack were at the restaurant, Fred brought the letter to",Jack,Mia,Fred,BAB,4,the restaurant,letter,3619,32189,clean,15.587538,14.132546,1.454991,0.21479665,0.05013405,True,1,Jack,Jack | her | the | Mia | them,15.5875 | 15.0526 | 14.7315 | 14.1325 | 13.9548
"As Xander and Fred walked through the store, Fred offered the package to","As Xander and Clara walked through the store, Clara offered the package to",Xander,Fred,Clara,ABB,6,the store,package,46122,8559,clean,17.548,13.22631,4.321691,0.62599587,0.00831161,True,1,Xander,Xander | the | them | his | him,17.5480 | 15.2366 | 14.7363 | 14.5306 | 14.2981
"After Kate and Alice left the station, Alice sent the pen to","After Kate and Amy left the station, Amy sent the pen to",Kate,Alice,Amy,ABB,3,the station,pen,16693,14862,clean,14.403092,13.515476,0.887616,0.11978758,0.04930887,True,2,her,her | Kate | the | Alice | a,14.5546 | 14.4031 | 14.0133 | 13.5155 | 12.5417
"When Tara and Henry visited the museum, Henry handed the phone to","When Tara and David visited the museum, David handed the phone to",Tara,Henry,David,ABB,1,the museum,phone,37723,8616,clean,16.044403,12.25258,3.791823,0.36398566,0.00820949,True,1,Tara,Tara | the | her | them | a,16.0444 | 14.7982 | 14.4424 | 14.2827 | 13.6458
"While Ella and Mia were at the beach, Mia delivered the ticket to","While Ella and Xander were at the beach, Xander delivered the ticket to",Ella,Mia,Xander,ABB,5,the beach,ticket,7122,32189,clean,13.441385,12.347497,1.093888,0.06638779,0.02223405,True,3,the,the | her | Ell | a | Mia,14.4012 | 13.6781 | 13.4414 | 12.7151 | 12.3475
"While Isla and Henry were at the station, Isla delivered the pen to","While Alice and Henry were at the station, Alice delivered the pen to",Henry,Isla,Alice,BAB,5,the station,pen,8616,1148,clean,16.250622,12.325054,3.925568,0.59605205,0.01176066,True,1,Henry,Henry | the | his | her | a,16.2506 | 14.0585 | 13.1734 | 12.6807 | 12.6318
"When Yara and Iris visited the market, Yara handed the phone to","When Brian and Iris visited the market, Brian handed the phone to",Iris,Yara,Brian,BAB,1,the market,phone,34230,575,clean,16.591698,12.419115,4.172583,0.62893361,0.00969338,True,1,Iris,Iris | her | the | a | his,16.5917 | 14.6786 | 14.3023 | 12.8763 | 12.6543
"When Emma and Zach visited the gym, Emma handed the package to","When Frank and Zach visited the gym, Frank handed the package to",Zach,Emma,Frank,BAB,1,the gym,package,18825,18966,clean,17.689198,14.169901,3.519297,0.6731171,0.0199379,True,1,Zach,Zach | her | the | them | Emma,17.6892 | 15.4513 | 15.1178 | 14.3484 | 14.1699
"When Amy and Victor arrived at the cafe, Victor passed the book to","When Amy and Gina arrived at the cafe, Gina passed the book to",Amy,Victor,Gina,ABB,2,the cafe,book,14235,12622,clean,15.898303,13.686903,2.2114,0.24106486,0.02640797,True,1,Amy,Amy | her | the | them | his,15.8983 | 15.2509 | 14.9748 | 14.4233 | 14.2742
"When Fred and Bob arrived at the mall, Bob passed the map to","When Fred and Henry arrived at the mall, Henry passed the map to",Fred,Bob,Henry,ABB,2,the mall,map,8559,5811,clean,17.308641,13.94597,3.362672,0.61315465,0.02124126,True,1,Fred,Fred | the | his | them | a,17.3086 | 14.7599 | 14.7363 | 14.6564 | 14.1480
"After Olivia and Bob left the gym, Bob sent the key to","After Olivia and Mia left the gym, Mia sent the key to",Olivia,Bob,Mia,ABB,3,the gym,key,33911,5811,clean,15.466324,13.720646,1.745678,0.29252359,0.05105316,True,1,Olivia,Olivia | the | his | Bob | her,15.4663 | 14.4952 | 14.0796 | 13.7206 | 13.6756
"As Sam and Isla walked through the store, Sam offered the card to","As Brian and Isla walked through the store, Brian offered the card to",Isla,Sam,Brian,BAB,6,the store,card,1148,3409,clean,17.650328,14.270708,3.37962,0.78534096,0.02674903,True,1,Is,Is | the | Sam | his | a,17.6503 | 14.4609 | 14.2707 | 13.6187 | 13.1713
"Once Iris and Grace were at the station, Iris brought the note to","Once Henry and Grace were at the station, Henry brought the note to",Grace,Iris,Henry,BAB,4,the station,note,16156,34230,clean,13.862286,13.220429,0.641856,0.07787853,0.04098861,True,3,her,her | the | Grace | them | Iris,14.7260 | 14.3764 | 13.8623 | 13.2637 | 13.2204
"After Frank and Sam left the beach, Frank sent the ticket to","After Noah and Sam left the beach, Noah sent the ticket to",Sam,Frank,Noah,BAB,3,the beach,ticket,3409,5278,clean,14.750681,13.779178,0.971503,0.17269832,0.06536866,True,1,Sam,Sam | the | his | Frank | a,14.7507 | 14.3687 | 13.8719 | 13.7792 | 13.1728
"When Isla and David went to the cafe, David gave the map to","When Isla and Harry went to the cafe, Harry gave the map to",Isla,David,Harry,ABB,0,the cafe,map,1148,3271,clean,12.603512,13.335136,-0.731625,0.01580138,0.03284244,False,10,the,the | them | his | David | a,14.7262 | 14.5622 | 13.8499 | 13.3351 | 13.1403
"Once Carol and Uma were at the museum, Uma brought the map to","Once Carol and Tara were at the museum, Tara brought the map to",Carol,Uma,Tara,ABB,4,the museum,map,5074,471,clean,14.774971,12.554369,2.220602,0.13571282,0.01473078,True,2,her,her | Carol | the | them | me,15.1279 | 14.7750 | 14.5444 | 13.9939 | 13.7200
"When Grace and Victor went to the gym, Victor gave the card to","When Grace and Iris went to the gym, Iris gave the card to",Grace,Victor,Iris,ABB,0,the gym,card,16156,12622,clean,17.703838,10.30873,7.395108,0.82071984,0.00050413,True,1,Grace,Grace | her | the | his | them,17.7038 | 14.3004 | 13.9318 | 13.5827 | 13.1968
"When Isla and Iris went to the store, Iris gave the card to","When Isla and Rose went to the store, Rose gave the card to",Isla,Iris,Rose,ABB,0,the store,card,1148,34230,clean,11.742102,14.253347,-2.511246,0.01206091,0.14859359,False,6,Iris,Iris | the | her | them | a,14.2533 | 14.0991 | 13.6033 | 13.3613 | 12.5126
"Once David and Noah were at the restaurant, David brought the pen to","Once Wendy and Noah were at the restaurant, Wendy brought the pen to",Noah,David,Wendy,BAB,4,the restaurant,pen,18394,3271,clean,15.986099,13.925628,2.060472,0.24604182,0.03134422,True,1,Noah,Noah | his | the | him | David,15.9861 | 15.7050 | 15.2670 | 14.2253 | 13.9256
"Once Isla and Sam were at the cafe, Sam brought the jacket to","Once Isla and Bob were at the cafe, Bob brought the jacket to",Isla,Sam,Bob,ABB,4,the cafe,jacket,1148,3409,clean,12.527033,13.472332,-0.945299,0.02084799,0.05365403,False,7,the,the | me | Sam | his | her,14.7014 | 13.4794 | 13.4723 | 13.2649 | 13.1625
"After Bob and Mia left the office, Mia sent the ticket to","After Bob and Isla left the office, Isla sent the ticket to",Bob,Mia,Isla,ABB,3,the office,ticket,5811,32189,clean,15.205709,11.948308,3.257401,0.26939476,0.01036854,True,1,Bob,Bob | the | her | a | his,15.2057 | 13.9975 | 13.4919 | 12.4240 | 12.2962
"When Noah and Rose visited the library, Noah handed the bag to","When Jack and Rose visited the library, Jack handed the bag to",Rose,Noah,Jack,BAB,1,the library,bag,8049,18394,clean,17.304741,12.280071,5.02467,0.66011256,0.00433942,True,1,Rose,Rose | the | his | her | a,17.3047 | 15.4048 | 14.9092 | 13.9190 | 13.6322
"When Xander and Ella went to the park, Xander gave the wallet to","When Clara and Ella went to the park, Clara gave the wallet to",Ella,Xander,Clara,BAB,0,the park,wallet,7122,46122,clean,16.460146,14.77947,1.680676,0.35694855,0.066481,True,1,Ell,Ell | the | Xander | them | his,16.4601 | 15.2240 | 14.7795 | 14.2089 | 14.1986
"While David and Fred were at the restaurant, David delivered the gift to","While Jack and Fred were at the restaurant, Jack delivered the gift to",Fred,David,Jack,BAB,5,the restaurant,gift,8559,3271,clean,14.890507,12.710536,2.179971,0.14675525,0.01658992,True,2,his,his | Fred | the | a | their,15.1022 | 14.8905 | 14.8770 | 14.0227 | 12.7399
"Once Fred and Grace were at the office, Fred brought the wallet to","Once Mia and Grace were at the office, Mia brought the wallet to",Grace,Fred,Mia,BAB,4,the office,wallet,16156,8559,clean,12.931107,13.468068,-0.536962,0.01546102,0.02645072,False,9,the,the | his | her | him | them,15.5216 | 15.1063 | 14.6538 | 14.4271 | 13.9738
"When Uma and Iris visited the restaurant, Uma handed the gift to","When Henry and Iris visited the restaurant, Henry handed the gift to",Iris,Uma,Henry,BAB,1,the restaurant,gift,34230,471,clean,16.395695,11.830445,4.565249,0.53543192,0.00557239,True,1,Iris,Iris | her | the | a | his,16.3957 | 15.1928 | 14.6197 | 13.1871 | 12.8652
"While Gina and Tara were at the mall, Tara delivered the key to","While Gina and Henry were at the mall, Henry delivered the key to",Gina,Tara,Henry,ABB,5,the mall,key,43002,37723,clean,13.295362,11.63279,1.662572,0.04732828,0.00897584,True,3,the,the | her | Gina | a | their,15.4413 | 14.1758 | 13.2954 | 13.0894 | 12.6083
