prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Alice and Tara arrived at the theater, Tara passed the key to","When Alice and Clara arrived at the theater, Clara passed the key to",Alice,Tara,Clara,ABB,2,the theater,key,14862,37723
"While Fred and Iris were at the theater, Fred delivered the book to","While Victor and Iris were at the theater, Victor delivered the book to",Iris,Fred,Victor,BAB,5,the theater,book,34230,8559
"Once Paul and Clara were at the beach, Clara brought the letter to","Once Paul and Harry were at the beach, Harry brought the letter to",Paul,Clara,Harry,ABB,4,the beach,letter,3362,27443
"As Rose and Tara walked through the station, Rose offered the phone to","As Fred and Tara walked through the station, Fred offered the phone to",Tara,Rose,Fred,BAB,6,the station,phone,37723,8049
"As Iris and Clara walked through the cafe, Iris offered the wallet to","As Frank and Clara walked through the cafe, Frank offered the wallet to",Clara,Iris,Frank,BAB,6,the cafe,wallet,27443,34230
"When David and Grace arrived at the station, Grace passed the ticket to","When David and Amy arrived at the station, Amy passed the ticket to",David,Grace,Amy,ABB,2,the station,ticket,3271,16156
"As Iris and Olivia walked through the theater, Iris offered the map to","As Zach and Olivia walked through the theater, Zach offered the map to",Olivia,Iris,Zach,BAB,6,the theater,map,33911,34230
"When Zach and Yara went to the market, Zach gave the ticket to","When Paul and Yara went to the market, Paul gave the ticket to",Yara,Zach,Paul,BAB,0,the market,ticket,575,18825
"When Fred and Harry went to the office, Harry gave the note to","When Fred and Tara went to the office, Tara gave the note to",Fred,Harry,Tara,ABB,0,the office,note,8559,5850
"While Derek and Liam were at the hospital, Derek delivered the ticket to","While Henry and Liam were at the hospital, Henry delivered the ticket to",Liam,Derek,Henry,BAB,5,the hospital,ticket,31684,20893
"When Ella and Noah went to the library, Noah gave the note to","When Ella and Zach went to the library, Zach gave the note to",Ella,Noah,Zach,ABB,0,the library,note,7122,18394
"When Zach and Xander arrived at the restaurant, Zach passed the bag to","When Grace and Xander arrived at the restaurant, Grace passed the bag to",Xander,Zach,Grace,BAB,2,the restaurant,bag,46122,18825
"When Frank and Victor went to the restaurant, Frank gave the wallet to","When Jack and Victor went to the restaurant, Jack gave the wallet to",Victor,Frank,Jack,BAB,0,the restaurant,wallet,12622,5278
"After Derek and Iris left the market, Iris sent the pen to","After Derek and Gina left the market, Gina sent the pen to",Derek,Iris,Gina,ABB,3,the market,pen,20893,34230
"As Alice and Uma walked through the station, Alice offered the pen to","As Harry and Uma walked through the station, Harry offered the pen to",Uma,Alice,Harry,BAB,6,the station,pen,471,14862
"As Quinn and Gina walked through the theater, Quinn offered the pen to","As Isla and Gina walked through the theater, Isla offered the pen to",Gina,Quinn,Isla,BAB,6,the theater,pen,43002,16109
"While Fred and Derek were at the theater, Derek delivered the bag to","While Fred and Kate were at the theater, Kate delivered the bag to",Fred,Derek,Kate,ABB,5,the theater,bag,8559,20893
"Once Rose and Iris were at the hospital, Iris brought the gift to","Once Rose and Tara were at the hospital, Tara brought the gift to",Rose,Iris,Tara,ABB,4,the hospital,gift,8049,34230
"When Kate and Isla went to the beach, Isla gave the bag to","When Kate and Harry went to the beach, Harry gave the bag to",Kate,Isla,Harry,ABB,0,the beach,bag,16693,1148
"When Yara and Jack arrived at the park, Jack passed the gift to","When Yara and Uma arrived at the park, Uma passed the gift to",Yara,Jack,Uma,ABB,2,the park,gift,575,3619
"While David and Grace were at the office, Grace delivered the key to","While David and Noah were at the office, Noah delivered the key to",David,Grace,Noah,ABB,5,the office,key,3271,16156
"When Wendy and Paul visited the school, Wendy handed the trophy to","When Uma and Paul visited the school, Uma handed the trophy to",Paul,Wendy,Uma,BAB,1,the school,trophy,3362,28314
"After Sam and Iris left the school, Iris sent the note to","After Sam and Mia left the school, Mia sent the note to",Sam,Iris,Mia,ABB,3,the school,note,3409,34230
"After David and Victor left the school, David sent the book to","After Kate and Victor left the school, Kate sent the book to",Victor,David,Kate,BAB,3,the school,book,12622,3271
"When Fred and Emma visited the library, Emma handed the wallet to","When Fred and David visited the library, David handed the wallet to",Fred,Emma,David,ABB,1,the library,wallet,8559,18966
"While Paul and Olivia were at the cafe, Olivia delivered the map to","While Paul and Tara were at the cafe, Tara delivered the map to",Paul,Olivia,Tara,ABB,5,the cafe,map,3362,33911
"When Liam and Isla arrived at the office, Liam passed the ticket to","When Xander and Isla arrived at the office, Xander passed the ticket to",Isla,Liam,Xander,BAB,2,the office,ticket,1148,31684
"When Wendy and Noah visited the beach, Wendy handed the letter to","When Brian and Noah visited the beach, Brian handed the letter to",Noah,Wendy,Brian,BAB,1,the beach,letter,18394,28314
"When Henry and Jack visited the library, Henry handed the package to","When Clara and Jack visited the library, Clara handed the package to",Jack,Henry,Clara,BAB,1,the library,package,3619,8616
"When Zach and Uma arrived at the office, Zach passed the gift to","When Clara and Uma arrived at the office, Clara passed the gift to",Uma,Zach,Clara,BAB,2,the office,gift,471,18825
"When Alice and Rose visited the hospital, Rose handed the key to","When Alice and Jack visited the hospital, Jack handed the key to",Alice,Rose,Jack,ABB,1,the hospital,key,14862,8049
"After Harry and Emma left the mall, Harry sent the package to","After Quinn and Emma left the mall, Quinn sent the package to",Emma,Harry,Quinn,BAB,3,the mall,package,18966,5850
"As Fred and Kate walked through the station, Fred offered the jacket to","As Iris and Kate walked through the station, Iris offered the jacket to",Kate,Fred,Iris,BAB,6,the station,jacket,16693,8559
"Once Quinn and Gina were at the mall, Gina brought the gift to","Once Quinn and Liam were at the mall, Liam brought the gift to",Quinn,Gina,Liam,ABB,4,the mall,gift,16109,43002
"When Fred and Clara arrived at the mall, Fred passed the phone to","When Carol and Clara arrived at the mall, Carol passed the phone to",Clara,Fred,Carol,BAB,2,the mall,phone,27443,8559
"While Ella and Wendy were at the station, Ella delivered the trophy to","While Amy and Wendy were at the station, Amy delivered the trophy to",Wendy,Ella,Amy,BAB,5,the station,trophy,28314,7122
"While Yara and Liam were at the station, Yara delivered the key to","While Tara and Liam were at the station, Tara delivered the key to",Liam,Yara,Tara,BAB,5,the station,key,31684,575
"When Sam and Isla went to the market, Isla gave the bag to","When Sam and Kate went to the market, Kate gave the bag to",Sam,Isla,Kate,ABB,0,the market,bag,3409,1148
"While Frank and Tara were at the theater, Tara delivered the bag to","While Frank and Yara were at the theater, Yara delivered the bag to",Frank,Tara,Yara,ABB,5,the theater,bag,5278,37723
"While David and Henry were at the library, Henry delivered the wallet to","While David and Jack were at the library, Jack delivered the wallet to",David,Henry,Jack,ABB,5,the library,wallet,3271,8616
"When Noah and Carol visited the park, Noah handed the jacket to","When Uma and Carol visited the park, Uma handed the jacket to",Carol,Noah,Uma,BAB,1,the park,jacket,5074,18394
"After Zach and Henry left the cafe, Zach sent the wallet to","After Noah and Henry left the cafe, Noah sent the wallet to",Henry,Zach,Noah,BAB,3,the cafe,wallet,8616,18825
"After Frank and Gina left the beach, Gina sent the card to","After Frank and Yara left the beach, Yara sent the card to",Frank,Gina,Yara,ABB,3,the beach,card,5278,43002
"Once Paul and Brian were at the park, Brian brought the note to","Once Paul and Zach were at the park, Zach brought the note to",Paul,Brian,Zach,ABB,4,the park,note,3362,8403
"After Amy and Fred left the gym, Fred sent the phone to","After Amy and Grace left the gym, Grace sent the phone to",Amy,Fred,Grace,ABB,3,the gym,phone,14235,8559
"When Rose and Zach arrived at the museum, Zach passed the ticket to","When Rose and Frank arrived at the museum, Frank passed the ticket to",Rose,Zach,Frank,ABB,2,the museum,ticket,8049,18825
"As Amy and Tara walked through the park, Tara offered the bag to","As Amy and Ella walked through the park, Ella offered the bag to",Amy,Tara,Ella,ABB,6,the park,bag,14235,37723
"As Isla and Amy walked through the gym, Isla offered the jacket to","As Carol and Amy walked through the gym, Carol offered the jacket to",Amy,Isla,Carol,BAB,6,the gym,jacket,14235,1148
"After Sam and Derek left the store, Sam sent the gift to","After Quinn and Derek left the store, Quinn sent the gift to",Derek,Sam,Quinn,BAB,3,the store,gift,20893,3409
"When Clara and Emma arrived at the beach, Emma passed the letter to","When Clara and Frank arrived at the beach, Frank passed the letter to",Clara,Emma,Frank,ABB,2,the beach,letter,27443,18966
"While Bob and Henry were at the park, Bob delivered the phone to","While Victor and Henry were at the park, Victor delivered the phone to",Henry,Bob,Victor,BAB,5,the park,phone,8616,5811
"When Iris and Liam went to the school, Iris gave the ticket to","When Sam and Liam went to the school, Sam gave the ticket to",Liam,Iris,Sam,BAB,0,the school,ticket,31684,34230
"When Tara and Victor arrived at the theater, Victor passed the letter to","When Tara and Olivia arrived at the theater, Olivia passed the letter to",Tara,Victor,Olivia,ABB,2,the theater,letter,37723,12622
"As Brian and Rose walked through the gym, Brian offered the ticket to","As Yara and Rose walked through the gym, Yara offered the ticket to",Rose,Brian,Yara,BAB,6,the gym,ticket,8049,8403
"When Jack and Isla went to the restaurant, Jack gave the gift to","When Rose and Isla went to the restaurant, Rose gave the gift to",Isla,Jack,Rose,BAB,0,the restaurant,gift,1148,3619
"Once Rose and Uma were at the gym, Rose brought the gift to","Once Emma and Uma were at the gym, Emma brought the gift to",Uma,Rose,Emma,BAB,4,the gym,gift,471,8049
"As Victor and Frank walked through the gym, Frank offered the gift to","As Victor and Clara walked through the gym, Clara offered the gift to",Victor,Frank,Clara,ABB,6,the gym,gift,12622,5278
"While Carol and Zach were at the office, Carol delivered the book to","While Victor and Zach were at the office, Victor delivered the book to",Zach,Carol,Victor,BAB,5,the office,book,18825,5074
"After Harry and Yara left the store, Harry sent the map to","After Tara and Yara left the store, Tara sent the map to",Yara,Harry,Tara,BAB,3,the store,map,575,5850
"When David and Xander went to the school, Xander gave the map to","When David and Sam went to the school, Sam gave the map to",David,Xander,Sam,ABB,0,the school,map,3271,46122
"When Victor and Jack went to the restaurant, Jack gave the trophy to","When Victor and Iris went to the restaurant, Iris gave the trophy to",Victor,Jack,Iris,ABB,0,the restaurant,trophy,12622,3619
"After Kate and Clara left the gym, Clara sent the phone to","After Kate and Carol left the gym, Carol sent the phone to",Kate,Clara,Carol,ABB,3,the gym,phone,16693,27443
"When Ella and Jack went to the office, Ella gave the wallet to","When Wendy and Jack went to the office, Wendy gave the wallet to",Jack,Ella,Wendy,BAB,0,the office,wallet,3619,7122
"When Mia and Zach went to the station, Mia gave the jacket to","When Harry and Zach went to the station, Harry gave the jacket to",Zach,Mia,Harry,BAB,0,the station,jacket,18825,32189
"Once Harry and Xander were at the hospital, Xander brought the card to","Once Harry and Emma were at the hospital, Emma brought the card to",Harry,Xander,Emma,ABB,4,the hospital,card,5850,46122
"As Wendy and Sam walked through the school, Sam offered the note to","As Wendy and Bob walked through the school, Bob offered the note to",Wendy,Sam,Bob,ABB,6,the school,note,28314,3409
"Once Uma and Tara were at the market, Uma brought the book to","Once Frank and Tara were at the market, Frank brought the book to",Tara,Uma,Frank,BAB,4,the market,book,37723,471
"After Wendy and Iris left the hospital, Wendy sent the book to","After Sam and Iris left the hospital, Sam sent the book to",Iris,Wendy,Sam,BAB,3,the hospital,book,34230,28314
"When Quinn and Emma arrived at the park, Quinn passed the pen to","When Olivia and Emma arrived at the park, Olivia passed the pen to",Emma,Quinn,Olivia,BAB,2,the park,pen,18966,16109
"When Jack and Gina went to the market, Jack gave the gift to","When Wendy and Gina went to the market, Wendy gave the gift to",Gina,Jack,Wendy,BAB,0,the market,gift,43002,3619
"After Victor and Ella left the library, Ella sent the pen to","After Victor and Harry left the library, Harry sent the pen to",Victor,Ella,Harry,ABB,3,the library,pen,12622,7122
